#TYPE Microsoft.ActiveDirectory.Management.ADComputer
"DistinguishedName","DNSHostName","Enabled","Name","ObjectClass","ObjectGUID","SamAccountName","SID","UserPrincipalName"
"CN=QTWSOLRJOB61,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjob61.atl.careerbuilder.com","True","QTWSOLRJOB61","computer","668efeb9-a601-49eb-adb5-d2fcbfbd74f8","qtwsolrjob61$","S-1-5-21-839522115-261903793-1417001333-26680",
"CN=QTWSOLRJOB70,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjob70.atl.careerbuilder.com","True","QTWSOLRJOB70","computer","af7368e8-b70b-41d6-976d-7da1f58e0b1b","qtwsolrjob70$","S-1-5-21-839522115-261903793-1417001333-26682",
"CN=QTWSOLRJOB66,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjob66.atl.careerbuilder.com","True","QTWSOLRJOB66","computer","c7c065d3-de57-430f-b5b9-94daa01a6f8b","qtwsolrjob66$","S-1-5-21-839522115-261903793-1417001333-26219",
"CN=QTWSOLRJOB63,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjob63.atl.careerbuilder.com","True","QTWSOLRJOB63","computer","a60e8d55-871a-4935-89a0-326c08a3f67f","qtwsolrjob63$","S-1-5-21-839522115-261903793-1417001333-26221",
"CN=QTWSOLRJOB64,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjob64.atl.careerbuilder.com","True","QTWSOLRJOB64","computer","6990fda1-c23c-446b-8612-5653561fc6ca","qtwsolrjob64$","S-1-5-21-839522115-261903793-1417001333-26222",
"CN=QTWSOLRJOB72,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjob72.atl.careerbuilder.com","True","QTWSOLRJOB72","computer","6f870ff2-88d7-403d-be0e-65726af4fe49","qtwsolrjob72$","S-1-5-21-839522115-261903793-1417001333-26231",
"CN=QTWSOLRJOB68,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjob68.atl.careerbuilder.com","True","QTWSOLRJOB68","computer","203d95a5-25d4-4195-ade6-23cf8b941cb4","qtwsolrjob68$","S-1-5-21-839522115-261903793-1417001333-26232",
"CN=QTWSOLRJOB15,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjob15.atl.careerbuilder.com","True","QTWSOLRJOB15","computer","dde84568-b750-439f-8b21-64831a320e67","qtwsolrjob15$","S-1-5-21-839522115-261903793-1417001333-26234",
"CN=QTWSOLRJOB31,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjob31.atl.careerbuilder.com","True","QTWSOLRJOB31","computer","647ca02f-4056-4ea0-8936-29d21436858b","qtwsolrjob31$","S-1-5-21-839522115-261903793-1417001333-26235",
"CN=QTWSOLRJOB32,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjob32.atl.careerbuilder.com","True","QTWSOLRJOB32","computer","65e6abc5-8b61-4d47-b951-c597a7148f1e","qtwsolrjob32$","S-1-5-21-839522115-261903793-1417001333-26236",
"CN=LUIGI_TEST,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigi_test.atl.careerbuilder.com","True","LUIGI_TEST","computer","46e4531a-7eb1-41b7-99fe-9aa5ede85041","luigi_test$","S-1-5-21-839522115-261903793-1417001333-28608",
"CN=QTWSOLRJOBAUX17,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjobaux17.atl.careerbuilder.com","True","QTWSOLRJOBAUX17","computer","23853413-eea8-4d51-8dd7-d0a3378c0f0e","qtwsolrjobaux17$","S-1-5-21-839522115-261903793-1417001333-26684",
"CN=GITSUMBACKUP,OU=Linux,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","gitsumbackup.atl.careerbuilder.com","True","GITSUMBACKUP","computer","fe665e71-b067-4235-8cb7-2c22e8e2baf2","gitsumbackup$","S-1-5-21-839522115-261903793-1417001333-24714",
"CN=GHQPIRAILSAPP2,OU=Linux,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","ghqpirailsapp2.atl.careerbuilder.com","True","GHQPIRAILSAPP2","computer","5bea5349-6dc5-4e1a-8cba-7e04990ea1e1","ghqpirailsapp2$","S-1-5-21-839522115-261903793-1417001333-24715",
"CN=GHQPIRAILSDB1,OU=Linux,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","ghqpirailsdb1.atl.careerbuilder.com","True","GHQPIRAILSDB1","computer","f0627ec5-b4e5-4156-a8b9-aecf572daf37","ghqpirailsdb1$","S-1-5-21-839522115-261903793-1417001333-25217",
"CN=QTWSOLRJOBM01,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjobm01.atl.careerbuilder.com","True","QTWSOLRJOBM01","computer","a268a785-d1b9-452d-8246-7c0bd0a428c7","qtwsolrjobm01$","S-1-5-21-839522115-261903793-1417001333-26239",
"CN=QTWSOLRJOBM02,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjobm02.atl.careerbuilder.com","True","QTWSOLRJOBM02","computer","e64ac176-4738-41d7-98d1-31654741759b","qtwsolrjobm02$","S-1-5-21-839522115-261903793-1417001333-26240",
"CN=QTWSOLRJOBM03,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjobm03.atl.careerbuilder.com","True","QTWSOLRJOBM03","computer","1482b5f8-2393-45eb-ad72-bd058678888c","qtwsolrjobm03$","S-1-5-21-839522115-261903793-1417001333-26688",
"CN=QTWSOLRJOB01,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","qtwsolrjob01.atl.careerbuilder.com","True","QTWSOLRJOB01","computer","02fbdfa1-cc3f-4fe4-9537-70b6c20aa5ee","qtwsolrjob01$","S-1-5-21-839522115-261903793-1417001333-26689",
"CN=SOCS1,OU=Linux,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","socs1.atl.careerbuilder.com","True","SOCS1","computer","16552d2e-60a2-415b-b7c1-4126d40bca43","socs1$","S-1-5-21-839522115-261903793-1417001333-24716",
"CN=SOCW1,OU=Linux,OU=DEV,OU=Servers,DC=atl,DC=careerbuilder,DC=com","socw1.atl.careerbuilder.com","True","SOCW1","computer","9867f32a-bbcf-4805-8415-bca5bb9e0101","socw1$","S-1-5-21-839522115-261903793-1417001333-24717",
"CN=CHI109C1BL01,OU=VMWARE,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chi109c1bl01.atl.careerbuilder.com","True","CHI109C1BL01","computer","d5582f20-b772-4fbc-83e4-e58814b5db7d","CHI109C1BL01$","S-1-5-21-839522115-261903793-1417001333-25220",
"CN=LUIGIHD1M1,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1m1.atl.careerbuilder.com","True","LUIGIHD1M1","computer","befe8748-9e6c-4905-a5a5-55c4b8e11711","luigihd1m1$","S-1-5-21-839522115-261903793-1417001333-28609",
"CN=LUIGIHD2M1,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2m1.atl.careerbuilder.com","True","LUIGIHD2M1","computer","810e99e0-c0c1-489b-bd89-df4bfd87ec14","luigihd2m1$","S-1-5-21-839522115-261903793-1417001333-28610",
"CN=LUIGIHD3M1,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3m1.atl.careerbuilder.com","True","LUIGIHD3M1","computer","60270698-d624-4ecc-86e9-04abaa1751e5","luigihd3m1$","S-1-5-21-839522115-261903793-1417001333-28611",
"CN=EAGLEPMTA100,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","eaglepmta100.atl.careerbuilder.com","True","EAGLEPMTA100","computer","729bd11f-315b-41ad-9f18-23dcfec9dabb","eaglepmta100$","S-1-5-21-839522115-261903793-1417001333-26702",
"CN=EAGLEPMTA110,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","eaglepmta110.atl.careerbuilder.com","True","EAGLEPMTA110","computer","a5ed15de-270d-4645-a9f7-29b418aeb5aa","eaglepmta110$","S-1-5-21-839522115-261903793-1417001333-26703",
"CN=EAGLEPMTA120,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","eaglepmta120.atl.careerbuilder.com","True","EAGLEPMTA120","computer","3f65966c-a2f2-4e4d-a3ad-0e7425d510dd","eaglepmta120$","S-1-5-21-839522115-261903793-1417001333-26704",
"CN=EAGLEPMTA130,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","eaglepmta130.atl.careerbuilder.com","True","EAGLEPMTA130","computer","386a7ccf-42e9-48ba-ad27-e58b38f6600d","eaglepmta130$","S-1-5-21-839522115-261903793-1417001333-26705",
"CN=EAGLEPMTA200,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","eaglepmta200.atl.careerbuilder.com","True","EAGLEPMTA200","computer","444233f1-fd06-4d18-8ec7-f5965b63dfb2","eaglepmta200$","S-1-5-21-839522115-261903793-1417001333-26706",
"CN=EAGLEPMTA210,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","eaglepmta210.atl.careerbuilder.com","True","EAGLEPMTA210","computer","de4ba6f0-52f9-41ca-980c-b3cfb2a93cbb","eaglepmta210$","S-1-5-21-839522115-261903793-1417001333-26707",
"CN=EAGLEPMTA220,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","eaglepmta220.atl.careerbuilder.com","True","EAGLEPMTA220","computer","a6243a0f-9736-4328-bf08-6416960cb838","eaglepmta220$","S-1-5-21-839522115-261903793-1417001333-26708",
"CN=EAGLEPMTA230,OU=Linux,OU=QTW,OU=Servers,DC=atl,DC=careerbuilder,DC=com","eaglepmta230.atl.careerbuilder.com","True","EAGLEPMTA230","computer","294b9373-c561-41d9-b6e9-af20a30f04c9","eaglepmta230$","S-1-5-21-839522115-261903793-1417001333-26709",
"CN=LUIGIHD1D1,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d1.atl.careerbuilder.com","True","LUIGIHD1D1","computer","2ab1ddbf-484b-48a7-ab99-1b0afd102568","luigihd1d1$","S-1-5-21-839522115-261903793-1417001333-28612",
"CN=LUIGIHD1D3,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d3.atl.careerbuilder.com","True","LUIGIHD1D3","computer","7c3400f0-06f7-4440-ba90-40da45522b93","luigihd1d3$","S-1-5-21-839522115-261903793-1417001333-28613",
"CN=LUIGIHD1D4,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d4.atl.careerbuilder.com","True","LUIGIHD1D4","computer","37b4089f-0354-4051-a84a-e1444c9522a4","luigihd1d4$","S-1-5-21-839522115-261903793-1417001333-28614",
"CN=LUIGIHD1D2,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d2.atl.careerbuilder.com","True","LUIGIHD1D2","computer","3c07402b-bd49-4274-a9fb-c7ad55987562","luigihd1d2$","S-1-5-21-839522115-261903793-1417001333-28615",
"CN=LUIGIHD1D5,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d5.atl.careerbuilder.com","True","LUIGIHD1D5","computer","ee2379f3-d399-47e2-874a-4eecfc436475","luigihd1d5$","S-1-5-21-839522115-261903793-1417001333-28616",
"CN=LUIGIHD1D6,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d6.atl.careerbuilder.com","True","LUIGIHD1D6","computer","d7c5b15f-7b6b-4a81-bdf6-21b63e53751e","luigihd1d6$","S-1-5-21-839522115-261903793-1417001333-28617",
"CN=LUIGIHD1D7,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d7.atl.careerbuilder.com","True","LUIGIHD1D7","computer","de61dc3c-3618-433b-9dfd-b504fab0b2cc","luigihd1d7$","S-1-5-21-839522115-261903793-1417001333-28618",
"CN=LUIGIHD1D9,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d9.atl.careerbuilder.com","True","LUIGIHD1D9","computer","0a684a38-8dd2-4186-84df-e77cbdc05fb3","luigihd1d9$","S-1-5-21-839522115-261903793-1417001333-28619",
"CN=LUIGIHD1D8,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d8.atl.careerbuilder.com","True","LUIGIHD1D8","computer","b94a8321-cdd3-4b76-9a9a-d71391cc5847","luigihd1d8$","S-1-5-21-839522115-261903793-1417001333-28620",
"CN=LUIGIHD1D10,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d10.atl.careerbuilder.com","True","LUIGIHD1D10","computer","f7c69083-780a-4bfe-a7e5-442ff2df64a1","luigihd1d10$","S-1-5-21-839522115-261903793-1417001333-28621",
"CN=LUIGIHD1D12,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d12.atl.careerbuilder.com","True","LUIGIHD1D12","computer","a38e3f42-80ec-4a78-bc0f-1c9fb0310f14","luigihd1d12$","S-1-5-21-839522115-261903793-1417001333-28622",
"CN=LUIGIHD1D11,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d11.atl.careerbuilder.com","True","LUIGIHD1D11","computer","7478d068-1148-48d4-b568-9465a3f4fa32","luigihd1d11$","S-1-5-21-839522115-261903793-1417001333-28623",
"CN=LUIGIHD1D13,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d13.atl.careerbuilder.com","True","LUIGIHD1D13","computer","1faf08d8-2c82-42ca-9326-9bad135439eb","luigihd1d13$","S-1-5-21-839522115-261903793-1417001333-28624",
"CN=LUIGIHD1D14,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd1d14.atl.careerbuilder.com","True","LUIGIHD1D14","computer","483b2cc4-5363-4237-82d9-36579b0f7b06","luigihd1d14$","S-1-5-21-839522115-261903793-1417001333-28625",
"CN=LUIGIHD2D4,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2d4.atl.careerbuilder.com","True","LUIGIHD2D4","computer","abadbb7f-384a-4401-8238-22bd6633418b","luigihd2d4$","S-1-5-21-839522115-261903793-1417001333-28626",
"CN=LUIGIHD2D2,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2d2.atl.careerbuilder.com","True","LUIGIHD2D2","computer","e6139af7-0857-4243-b736-b83b326904f4","luigihd2d2$","S-1-5-21-839522115-261903793-1417001333-28627",
"CN=LUIGIHD2D1,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2d1.atl.careerbuilder.com","True","LUIGIHD2D1","computer","e75aaa73-be18-4b5f-b99c-4ba47935e294","luigihd2d1$","S-1-5-21-839522115-261903793-1417001333-28628",
"CN=LUIGIHD2D5,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2d5.atl.careerbuilder.com","True","LUIGIHD2D5","computer","a8f2bd0a-3bde-48f3-825f-da84789ed4d8","luigihd2d5$","S-1-5-21-839522115-261903793-1417001333-28629",
"CN=LUIGIHD2D7,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2d7.atl.careerbuilder.com","True","LUIGIHD2D7","computer","ac65a35c-7f6f-4033-a7c2-2a12a5827e2d","luigihd2d7$","S-1-5-21-839522115-261903793-1417001333-28630",
"CN=LUIGIHD2D8,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2d8.atl.careerbuilder.com","True","LUIGIHD2D8","computer","0cdb1493-3b97-465b-8cd1-a46676f57845","luigihd2d8$","S-1-5-21-839522115-261903793-1417001333-28631",
"CN=LUIGIHD2D9,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2d9.atl.careerbuilder.com","True","LUIGIHD2D9","computer","86aae7e4-54f9-4646-9c16-bfc762b0b906","luigihd2d9$","S-1-5-21-839522115-261903793-1417001333-28632",
"CN=LUIGIHD2D10,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2d10.atl.careerbuilder.com","True","LUIGIHD2D10","computer","a4471291-cf4c-410c-a51c-b74c79f74f2c","luigihd2d10$","S-1-5-21-839522115-261903793-1417001333-28633",
"CN=LUIGIHD2D11,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2d11.atl.careerbuilder.com","True","LUIGIHD2D11","computer","415715f6-365b-434f-8efe-a658cab4f263","luigihd2d11$","S-1-5-21-839522115-261903793-1417001333-28634",
"CN=LUIGIHD2D13,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2d13.atl.careerbuilder.com","True","LUIGIHD2D13","computer","9b7fe84d-b2b3-4027-b744-f5dc7c2f9d69","luigihd2d13$","S-1-5-21-839522115-261903793-1417001333-28635",
"CN=LUIGIHD2D14,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2d14.atl.careerbuilder.com","True","LUIGIHD2D14","computer","bb2ae366-492b-4b28-91c1-59c942eac4f7","luigihd2d14$","S-1-5-21-839522115-261903793-1417001333-28636",
"CN=LUIGIHD2D12,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2d12.atl.careerbuilder.com","True","LUIGIHD2D12","computer","c9e42bc7-4817-47f6-988f-fc6ccb3dcf6e","luigihd2d12$","S-1-5-21-839522115-261903793-1417001333-28637",
"CN=LUIGIHD2D3,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd2d3.atl.careerbuilder.com","True","LUIGIHD2D3","computer","d3d412ef-c544-4edd-8dc0-1fdd4ed8cbe5","luigihd2d3$","S-1-5-21-839522115-261903793-1417001333-30122",
"CN=LUIGIHD3D4,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d4.atl.careerbuilder.com","True","LUIGIHD3D4","computer","0a4e37c0-b0a1-469f-9c40-9925c45bb9dd","luigihd3d4$","S-1-5-21-839522115-261903793-1417001333-28638",
"CN=LUIGIHD3D1,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d1.atl.careerbuilder.com","True","LUIGIHD3D1","computer","a760ec02-d196-46be-915a-e436944988ec","luigihd3d1$","S-1-5-21-839522115-261903793-1417001333-28639",
"CN=LUIGIHD3D2,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d2.atl.careerbuilder.com","True","LUIGIHD3D2","computer","a66bb309-f7e0-4dac-b65c-a09b621bd626","luigihd3d2$","S-1-5-21-839522115-261903793-1417001333-28640",
"CN=LUIGIHD3D5,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d5.atl.careerbuilder.com","True","LUIGIHD3D5","computer","5c37fdf1-8bdd-4f30-bf36-abe6753040b3","luigihd3d5$","S-1-5-21-839522115-261903793-1417001333-28641",
"CN=LUIGIHD3D3,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d3.atl.careerbuilder.com","True","LUIGIHD3D3","computer","de748bf8-c88e-497a-81e7-685b29b78ae0","luigihd3d3$","S-1-5-21-839522115-261903793-1417001333-28642",
"CN=LUIGIHD3D6,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d6.atl.careerbuilder.com","True","LUIGIHD3D6","computer","8afb338f-5d3a-4b17-a548-6a6ffa6abff3","luigihd3d6$","S-1-5-21-839522115-261903793-1417001333-28643",
"CN=LUIGIHD3D7,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d7.atl.careerbuilder.com","True","LUIGIHD3D7","computer","89f2c50a-a6a1-4483-9d3c-d900f5720024","luigihd3d7$","S-1-5-21-839522115-261903793-1417001333-28644",
"CN=LUIGIHD3D14,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d14.atl.careerbuilder.com","True","LUIGIHD3D14","computer","e7c940a6-f64a-4040-bee9-2f0ea75725d9","luigihd3d14$","S-1-5-21-839522115-261903793-1417001333-28645",
"CN=LUIGIHD3D12,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d12.atl.careerbuilder.com","True","LUIGIHD3D12","computer","9849f9c2-95bc-4b4b-8b80-772676463d89","luigihd3d12$","S-1-5-21-839522115-261903793-1417001333-28646",
"CN=LUIGIHD3D13,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d13.atl.careerbuilder.com","True","LUIGIHD3D13","computer","6f3cd811-c328-41e7-9b36-67a06872fd17","luigihd3d13$","S-1-5-21-839522115-261903793-1417001333-28647",
"CN=LUIGIHD3D10,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d10.atl.careerbuilder.com","True","LUIGIHD3D10","computer","b3e37ee6-d3f9-419f-84a9-369809692da8","luigihd3d10$","S-1-5-21-839522115-261903793-1417001333-28648",
"CN=LUIGIHD3D8,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d8.atl.careerbuilder.com","True","LUIGIHD3D8","computer","47f277ee-e459-49a5-9f38-bf4abde65de5","luigihd3d8$","S-1-5-21-839522115-261903793-1417001333-28649",
"CN=LUIGIHD3D9,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d9.atl.careerbuilder.com","True","LUIGIHD3D9","computer","22859557-6834-4218-b52d-1a6159b86775","luigihd3d9$","S-1-5-21-839522115-261903793-1417001333-28650",
"CN=LUIGIHD3D11,OU=Linux,OU=LUIGI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","luigihd3d11.atl.careerbuilder.com","True","LUIGIHD3D11","computer","87578d6f-ee99-45c7-b305-746db8162dac","luigihd3d11$","S-1-5-21-839522115-261903793-1417001333-28651",
"CN=CHISOLRJOBAUX01,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjobaux01.atl.careerbuilder.com","True","CHISOLRJOBAUX01","computer","1a8f7449-5b34-41f0-be33-73b8dcef29c0","chisolrjobaux01$","S-1-5-21-839522115-261903793-1417001333-29178",
"CN=CHISOLRJOBAUX03,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjobaux03.atl.careerbuilder.com","True","CHISOLRJOBAUX03","computer","b039ec8c-abff-40c6-8f55-97dc229c5d10","chisolrjobaux03$","S-1-5-21-839522115-261903793-1417001333-29179",
"CN=CHISOLRJOBAUX09,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjobaux09.atl.careerbuilder.com","True","CHISOLRJOBAUX09","computer","5d02f04b-a259-4361-bcf3-264e016e3619","chisolrjobaux09$","S-1-5-21-839522115-261903793-1417001333-29184",
"CN=CHISOLRJOBAUX08,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjobaux08.atl.careerbuilder.com","True","CHISOLRJOBAUX08","computer","047e7c23-4a85-4f78-b791-c0bb348c2c13","chisolrjobaux08$","S-1-5-21-839522115-261903793-1417001333-29185",
"CN=CHISOLRJOBAUX10,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjobaux10.atl.careerbuilder.com","True","CHISOLRJOBAUX10","computer","efde6161-c092-4af6-ab19-5c9501f7afd3","chisolrjobaux10$","S-1-5-21-839522115-261903793-1417001333-29186",
"CN=CHISOLRJOBAUX02,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjobaux02.atl.careerbuilder.com","True","CHISOLRJOBAUX02","computer","ac1caaa4-2191-4822-9446-ce08ee6165e9","chisolrjobaux02$","S-1-5-21-839522115-261903793-1417001333-29188",
"CN=CHISOLRJOBAUX15,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjobaux15.atl.careerbuilder.com","True","CHISOLRJOBAUX15","computer","8f7ab7d9-d94c-4e26-998b-7b4a46256f8b","chisolrjobaux15$","S-1-5-21-839522115-261903793-1417001333-29191",
"CN=CHISOLRJOBAUX16,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjobaux16.atl.careerbuilder.com","True","CHISOLRJOBAUX16","computer","2e5e033a-9a16-436c-a3c4-b5e4224c1f45","chisolrjobaux16$","S-1-5-21-839522115-261903793-1417001333-29192",
"CN=CHISOLRJOBAUX17,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjobaux17.atl.careerbuilder.com","True","CHISOLRJOBAUX17","computer","bea92761-8923-4237-91cc-6e11671e94d3","chisolrjobaux17$","S-1-5-21-839522115-261903793-1417001333-29193",
"CN=CHISOLRJOB01,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjob01.atl.careerbuilder.com","True","CHISOLRJOB01","computer","9fb0c555-82b7-47b3-b28c-43da39c27ee1","chisolrjob01$","S-1-5-21-839522115-261903793-1417001333-29197",
"CN=CHISOLRJOB02,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjob02.atl.careerbuilder.com","True","CHISOLRJOB02","computer","69653435-aafa-4d27-96a6-a331eb20898e","chisolrjob02$","S-1-5-21-839522115-261903793-1417001333-29198",
"CN=CHISOLRJOB03,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjob03.atl.careerbuilder.com","True","CHISOLRJOB03","computer","b0422c1e-cb41-4311-8392-5e6cd55a35cc","chisolrjob03$","S-1-5-21-839522115-261903793-1417001333-29199",
"CN=CHISOLRJOB04,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjob04.atl.careerbuilder.com","True","CHISOLRJOB04","computer","f320a5fb-f062-49d8-84e4-a4400e042733","chisolrjob04$","S-1-5-21-839522115-261903793-1417001333-29200",
"CN=CHISOLRJOB05,OU=Linux,OU=CHI,OU=Servers,DC=atl,DC=careerbuilder,DC=com","chisolrjob05.atl.careerbuilder.com","True","CHISOLRJOB05","computer","ab9e69a7-6643-4b56-91f6-23d58acbc29c","chisolrjob05$","S-1-5-21-839522115-261903793-1417001333-29201",
